EFFECTNAME;UNIT;SPELL;LEVEL_1;LEVEL_3;LEVEL_2;LEVEL_4;LEVEL_5
Both players gain two points for each undead card they control.;True;True;False;False;False;False;False
Both players gain two points for each warrior card they control.;True;True;False;False;False;False;False
Both players gain two points for each water card they control.;False;True;False;False;False;False;False
Both players lose four points.;False;True;False;True;False;False;False
Both players lose one point.;False;True;True;False;False;False;False
Both players lose three points.;False;True;False;True;True;False;False
Both players lose two points.;False;True;True;False;True;False;False
Both players mill four cards from their deck.;False;True;False;True;False;False;False
Both players mill one card from their deck.;False;True;True;False;False;False;False
Both players mill three cards from their deck.;False;True;False;True;True;False;False
Both players mill two cards from their deck.;False;True;True;False;True;False;False
Counter the effect of a air card.;False;True;True;True;True;False;False
Counter the effect of a aquatic card.;True;False;False;False;False;False;False
Counter the effect of a beast card.;True;False;False;False;False;False;False
Counter the effect of a botanic card.;True;False;False;False;False;False;False
Counter the effect of a dark card.;False;True;True;True;True;False;False
Counter the effect of a dragon card.;True;False;False;False;False;False;False
Counter the effect of a earth card.;False;True;True;True;True;False;False
Counter the effect of a electric card.;False;True;True;True;True;False;False
Counter the effect of a elemental card.;True;False;False;False;False;False;False
Counter the effect of a fairy card.;True;False;False;False;False;False;False
Counter the effect of a fire card.;False;True;True;True;True;False;False
Counter the effect of a ghost card.;True;False;False;False;False;False;False
Counter the effect of a insect card.;True;False;False;False;False;False;False
Counter the effect of a light card.;False;True;True;True;True;False;False
Counter the effect of a machine card.;True;False;False;False;False;False;False
Counter the effect of a rank 1 card.;False;True;True;False;False;False;False
Counter the effect of a rank 1 creature card.;False;True;True;False;False;False;False
Counter the effect of a rank 1 spell card.;False;True;True;False;False;False;False
Counter the effect of a rank 2 card.;False;True;True;False;True;False;False
Counter the effect of a rank 2 creature card.;False;True;True;False;True;False;False
Counter the effect of a rank 2 spell card.;False;True;True;False;True;False;False
Counter the effect of a rank 3 card.;False;True;False;False;True;False;False
Counter the effect of a rank 3 creature card.;False;True;False;False;True;False;False
Counter the effect of a rank 3 spell card.;False;True;False;False;True;False;False
Counter the effect of a rank 4 card.;False;True;False;True;True;False;False
Counter the effect of a rank 4 creature card.;False;True;False;True;True;False;False
Counter the effect of a rank 5 card.;False;True;False;True;False;False;False
Counter the effect of a rank 5 creature card.;False;True;False;True;False;False;False
Counter the effect of a reptile card.;True;False;False;False;False;False;False
Counter the effect of a spell card.;False;True;True;True;True;False;False
Counter the effect of a spellcaster card.;True;False;False;False;False;False;False
Counter the effect of a undead card.;True;False;False;False;False;False;False
Counter the effect of a warrior card.;True;False;False;False;False;False;False
Counter the effect of a water card.;False;True;True;True;True;False;False
Destroy exactly all air cards from your side of the field to gain four points.;False;True;False;False;False;False;False
Destroy exactly all air cards from your side of the field to gain one point.;False;True;False;False;False;False;False
Destroy exactly all air cards from your side of the field to gain three points.;False;True;False;False;False;False;False
Destroy exactly all air cards from your side of the field to gain two points.;False;True;False;False;False;False;False
Destroy exactly all air cards on the field.;False;True;False;False;False;False;False
Destroy exactly all aquatic cards from your side of the field to gain four points.;True;False;False;False;False;False;False
Destroy exactly all aquatic cards from your side of the field to gain one point.;True;False;False;False;False;False;False
Destroy exactly all aquatic cards from your side of the field to gain three points.;True;False;False;False;False;False;False
Destroy exactly all aquatic cards from your side of the field to gain two points.;True;False;False;False;False;False;False
Destroy exactly all aquatic cards on the field.;True;False;False;False;False;False;False
Destroy exactly all beast cards from your side of the field to gain four points.;True;False;False;False;False;False;False
Destroy exactly all beast cards from your side of the field to gain one point.;True;False;False;False;False;False;False
Destroy exactly all beast cards from your side of the field to gain three points.;True;False;False;False;False;False;False
Destroy exactly all beast cards from your side of the field to gain two points.;True;False;False;False;False;False;False
